transaction_id,customer_id,timestamp,amount,transaction_country,txn_velocity_1h,txn_velocity_24h,is_new_payee,card_present,account_age_days,chargeback_history,prior_alerts,device_id,ip_country,merchant_id,merchant_category,merchant_country,merchant_risk_level,country_mismatch_flag,true_fraud,rule_score,triggered_rules,rule_alert_level,rule_score_normalized
T000877,C0300,2026-01-27 07:32:00,110.97,SG,3,0,0,1,1988,2,2,D0260,MY,M007,Digital Services,SG,Medium,1,0,30,"['Country Mismatch', 'Chargeback History']",Medium,0.5454545454545454
T000851,C0084,2026-01-27 10:48:00,265.69,VN,0,4,0,0,1901,0,1,D0080,PH,M030,Travel,MY,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000703,C0233,2026-01-27 11:02:00,22.88,SG,3,5,1,1,1110,0,1,D0028,SG,M016,Digital Services,SG,Medium,0,0,0,[],Low,0.0
T000581,C0142,2026-01-27 14:24:00,51.8,SG,2,3,0,0,253,0,0,D0144,TH,M029,Money Transfer,TH,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000264,C0218,2026-01-27 15:20:00,97.14,SG,1,3,0,0,1104,0,0,D0045,SG,M024,Money Transfer,SG,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000810,C0289,2026-01-27 16:13:00,57.79,SG,1,2,1,1,889,0,0,D0070,SG,M047,Money Transfer,SG,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000280,C0297,2026-01-27 17:07:00,39.12,TH,1,1,0,1,189,0,1,D0081,SG,M021,Luxury Goods,ID,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000589,C0187,2026-01-27 17:34:00,24.11,SG,0,10,0,0,505,1,0,D0304,VN,M041,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000612,C0005,2026-01-27 17:53:00,12.02,ID,0,4,1,1,1629,0,3,D0117,MY,M007,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000150,C0113,2026-01-27 19:43:00,7.11,SG,3,3,0,1,469,0,2,D0231,SG,M003,Digital Services,SG,Medium,0,0,0,[],Low,0.0
T000005,C0262,2026-01-27 20:20:00,20.94,SG,2,4,0,1,1922,0,2,D0100,SG,M029,Money Transfer,TH,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000624,C0062,2026-01-27 21:56:00,84.97,MY,1,5,0,1,1910,2,0,D0227,SG,M045,Travel,VN,Medium,1,0,30,"['Country Mismatch', 'Chargeback History']",Medium,0.5454545454545454
T000925,C0002,2026-01-27 22:05:00,10.77,SG,1,4,1,1,912,0,1,D0196,SG,M007,Digital Services,SG,Medium,0,0,0,[],Low,0.0
T000721,C0193,2026-01-28 03:21:00,26.97,SG,2,6,0,1,67,0,1,D0160,SG,M026,Luxury Goods,VN,High,0,0,25,"['High Risk Merchant', 'New Account']",Low,0.45454545454545453
T000774,C0072,2026-01-28 06:58:00,40.79,SG,1,8,0,1,1763,0,0,D0334,MY,M034,Telecom,SG,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000130,C0223,2026-01-28 07:53:00,110.4,PH,2,3,1,0,1248,0,2,D0390,SG,M042,Gaming,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000213,C0104,2026-01-28 08:24:00,55.16,SG,1,4,0,1,1691,0,1,D0123,TH,M037,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000456,C0193,2026-01-28 14:14:00,4.78,SG,1,7,0,1,863,0,1,D0018,SG,M012,Gaming,SG,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000965,C0207,2026-01-28 14:44:00,12.23,MY,4,4,0,0,1783,0,0,D0034,SG,M007,Digital Services,SG,Medium,1,0,35,"['High Transaction Velocity (1h)', 'Country Mismatch']",Medium,0.6363636363636364
T000316,C0154,2026-01-28 15:10:00,65.82,SG,1,2,0,1,977,0,1,D0077,SG,M021,Luxury Goods,ID,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000999,C0126,2026-01-28 15:31:00,61.38,SG,0,6,0,0,947,0,3,D0040,VN,M036,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000660,C0115,2026-01-28 17:54:00,62.46,ID,0,1,1,1,1131,1,0,D0108,SG,M017,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000545,C0108,2026-01-28 21:18:00,72.89,VN,3,4,0,1,54,0,0,D0055,SG,M007,Digital Services,SG,Medium,1,0,25,"['Country Mismatch', 'New Account']",Low,0.45454545454545453
T000740,C0226,2026-01-28 23:02:00,29.88,MY,0,1,0,1,1674,0,2,D0098,SG,M016,Digital Services,SG,Medium,1,1,15,['Country Mismatch'],Low,0.2727272727272727
T000321,C0148,2026-01-29 07:24:00,34.5,VN,2,5,1,0,1688,1,0,D0136,SG,M042,Gaming,SG,High,1,1,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000297,C0025,2026-01-29 08:18:00,2.9,VN,0,2,0,1,1572,0,1,D0320,SG,M010,Telecom,VN,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000903,C0228,2026-01-29 10:23:00,104.62,VN,1,4,0,0,1889,0,0,D0140,MY,M011,Electronics,PH,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000819,C0160,2026-01-29 18:30:00,62.24,SG,1,3,0,1,1242,0,2,D0077,SG,M012,Gaming,SG,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000654,C0176,2026-01-29 20:35:00,79.48,SG,1,1,0,0,427,0,1,D0055,SG,M014,Electronics,ID,Medium,0,0,0,[],Low,0.0
T000552,C0039,2026-01-30 03:35:00,14.96,SG,2,2,0,1,995,0,0,D0337,SG,M011,Electronics,PH,Medium,0,0,0,[],Low,0.0
T000183,C0060,2026-01-30 05:47:00,122.74,SG,6,4,0,1,1034,1,4,D0254,ID,M020,Electronics,SG,Medium,1,0,35,"['High Transaction Velocity (1h)', 'Country Mismatch']",Medium,0.6363636363636364
T000990,C0217,2026-01-30 09:18:00,17.55,SG,1,4,1,0,651,0,0,D0121,TH,M002,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000771,C0271,2026-01-30 09:44:00,118.35,SG,2,5,0,1,1947,0,0,D0112,SG,M018,Money Transfer,SG,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000734,C0029,2026-01-30 09:48:00,70.94,SG,1,5,0,1,523,0,1,D0291,SG,M034,Telecom,SG,Low,0,0,0,[],Low,0.0
T000078,C0015,2026-01-30 13:17:00,20.5,VN,2,4,0,1,1900,2,1,D0017,SG,M013,Electronics,SG,Medium,1,0,30,"['Country Mismatch', 'Chargeback History']",Medium,0.5454545454545454
T000242,C0157,2026-01-30 14:42:00,16.42,SG,0,4,0,0,1606,2,0,D0375,SG,M043,Telecom,PH,Low,0,0,15,['Chargeback History'],Low,0.2727272727272727
T000957,C0121,2026-01-30 17:28:00,49.29,SG,0,4,0,0,1410,0,0,D0185,SG,M046,Travel,PH,Medium,0,0,0,[],Low,0.0
T000772,C0208,2026-01-30 19:18:00,20.12,SG,3,4,0,1,1762,0,0,D0207,MY,M037,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000088,C0300,2026-01-30 19:41:00,28.49,SG,1,6,1,1,1726,0,0,D0274,SG,M030,Travel,MY,Medium,0,0,0,[],Low,0.0
T000950,C0133,2026-01-30 19:44:00,81.73,ID,5,8,0,1,707,0,0,D0061,SG,M036,Digital Services,SG,Medium,1,0,35,"['High Transaction Velocity (1h)', 'Country Mismatch']",Medium,0.6363636363636364
T000239,C0216,2026-01-30 20:56:00,9.26,SG,0,4,0,1,50,0,0,D0237,SG,M018,Money Transfer,SG,High,0,0,25,"['High Risk Merchant', 'New Account']",Low,0.45454545454545453
T000996,C0178,2026-01-30 22:08:00,109.44,ID,0,2,0,1,44,0,0,D0273,SG,M041,Electronics,SG,Medium,1,1,25,"['Country Mismatch', 'New Account']",Low,0.45454545454545453
T000945,C0270,2026-01-30 22:45:00,39.84,MY,2,6,0,0,396,0,0,D0089,ID,M022,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000646,C0261,2026-01-31 01:26:00,16.19,ID,0,4,1,0,1774,0,0,D0018,MY,M029,Money Transfer,TH,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000333,C0285,2026-01-31 04:44:00,31.63,VN,1,5,0,1,1446,0,1,D0338,SG,M010,Telecom,VN,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000336,C0019,2026-01-31 05:25:00,103.08,SG,1,3,0,1,748,0,0,D0238,SG,M025,Travel,SG,Medium,0,0,0,[],Low,0.0
T000075,C0274,2026-01-31 06:25:00,385.98,VN,1,3,0,1,445,0,1,D0393,SG,M004,Gaming,MY,High,1,1,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000526,C0266,2026-01-31 11:59:00,20.84,ID,2,4,0,0,430,0,0,D0031,VN,M026,Luxury Goods,VN,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000293,C0154,2026-01-31 14:24:00,18.1,SG,5,3,0,0,1378,0,1,D0310,ID,M046,Travel,PH,Medium,1,0,35,"['High Transaction Velocity (1h)', 'Country Mismatch']",Medium,0.6363636363636364
T000518,C0025,2026-01-31 14:38:00,62.73,SG,6,4,0,1,767,0,0,D0145,SG,M032,Grocery,SG,Low,0,0,20,['High Transaction Velocity (1h)'],Low,0.36363636363636365
T000963,C0044,2026-01-31 17:18:00,88.51,MY,1,3,1,1,1212,0,0,D0310,MY,M035,Luxury Goods,SG,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000716,C0242,2026-01-31 17:41:00,59.88,SG,3,1,1,1,1204,0,1,D0021,PH,M006,Money Transfer,MY,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000095,C0067,2026-01-31 17:42:00,59.1,SG,2,5,0,0,482,0,0,D0373,SG,M031,Digital Services,VN,Medium,0,0,0,[],Low,0.0
T000623,C0178,2026-01-31 20:25:00,255.12,SG,2,7,0,1,1964,0,0,D0337,SG,M045,Travel,VN,Medium,0,0,0,[],Low,0.0
T000759,C0084,2026-01-31 21:22:00,23.13,TH,2,8,0,1,287,0,0,D0073,SG,M028,Telecom,VN,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000642,C0170,2026-02-01 02:51:00,16.7,SG,2,3,0,1,1369,0,1,D0358,SG,M016,Digital Services,SG,Medium,0,0,0,[],Low,0.0
T000380,C0161,2026-02-01 06:17:00,35.98,SG,1,3,0,0,1544,0,0,D0192,SG,M017,Travel,SG,Medium,0,0,0,[],Low,0.0
T000927,C0041,2026-02-01 07:46:00,12.63,SG,5,5,0,1,995,0,0,D0109,SG,M045,Travel,VN,Medium,0,0,20,['High Transaction Velocity (1h)'],Low,0.36363636363636365
T000345,C0166,2026-02-01 09:56:00,44.46,SG,1,2,0,0,1996,1,1,D0143,MY,M007,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000863,C0012,2026-02-01 13:25:00,11.9,SG,1,4,0,0,1949,1,0,D0055,SG,M010,Telecom,VN,Low,0,0,0,[],Low,0.0
T000298,C0090,2026-02-01 14:45:00,39.88,ID,2,6,0,1,1485,0,0,D0375,SG,M020,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000934,C0145,2026-02-01 15:03:00,163.38,MY,3,1,0,1,847,0,1,D0108,MY,M029,Money Transfer,TH,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000493,C0104,2026-02-01 15:03:00,26.14,ID,1,0,0,1,1470,0,0,D0041,VN,M032,Grocery,SG,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000323,C0063,2026-02-01 17:54:00,11.32,TH,2,6,0,0,1393,2,0,D0199,SG,M049,Luxury Goods,PH,High,1,0,45,"['Country Mismatch', 'High Risk Merchant', 'Chargeback History']",Medium,0.8181818181818182
T000488,C0296,2026-02-02 01:35:00,3.37,SG,3,2,1,0,1004,0,0,D0238,ID,M017,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000289,C0149,2026-02-02 02:14:00,47.77,SG,1,5,0,1,1294,1,1,D0292,ID,M009,Gaming,VN,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000834,C0103,2026-02-02 05:47:00,103.77,SG,2,7,0,0,1208,1,1,D0206,SG,M036,Digital Services,SG,Medium,0,0,0,[],Low,0.0
T000895,C0020,2026-02-02 07:40:00,51.8,TH,3,7,0,1,1836,0,0,D0370,SG,M039,Grocery,SG,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000129,C0036,2026-02-02 08:16:00,48.91,SG,4,4,1,1,1799,0,2,D0272,SG,M006,Money Transfer,MY,High,0,0,35,"['High Transaction Velocity (1h)', 'High Risk Merchant']",Medium,0.6363636363636364
T000154,C0090,2026-02-02 10:37:00,37.09,SG,0,4,0,1,725,1,0,D0042,SG,M037,Travel,SG,Medium,0,0,0,[],Low,0.0
T000719,C0017,2026-02-02 10:52:00,102.72,TH,2,3,0,0,1506,1,1,D0332,SG,M037,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000221,C0111,2026-02-02 12:43:00,68.43,ID,2,3,0,1,1037,0,4,D0226,SG,M033,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000655,C0284,2026-02-02 14:39:00,22.45,SG,0,5,0,1,495,0,1,D0341,VN,M046,Travel,PH,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000269,C0104,2026-02-02 14:55:00,5.8,MY,0,1,0,1,1974,0,0,D0031,SG,M038,Grocery,PH,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000337,C0018,2026-02-02 18:42:00,23.34,ID,1,6,0,1,1799,0,1,D0056,TH,M002,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000215,C0198,2026-02-02 19:34:00,31.17,SG,1,5,0,1,1162,1,0,D0086,ID,M048,Gaming,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000661,C0186,2026-02-02 20:00:00,59.14,SG,0,3,0,0,1610,0,0,D0047,SG,M047,Money Transfer,SG,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000627,C0003,2026-02-02 20:15:00,7.6,SG,1,12,1,0,706,1,0,D0304,SG,M012,Gaming,SG,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000304,C0251,2026-02-02 20:53:00,3.66,MY,2,2,0,1,1819,0,0,D0185,SG,M033,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000848,C0204,2026-02-03 01:25:00,4.83,TH,0,7,0,1,741,0,0,D0156,ID,M010,Telecom,VN,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000904,C0066,2026-02-03 06:46:00,43.81,VN,0,8,0,1,1523,1,0,D0350,SG,M001,Gaming,PH,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000710,C0224,2026-02-03 10:16:00,92.69,VN,0,4,0,0,1844,1,0,D0345,SG,M044,Money Transfer,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000261,C0134,2026-02-03 13:54:00,7.15,SG,1,5,0,0,86,0,1,D0378,PH,M007,Digital Services,SG,Medium,1,0,25,"['Country Mismatch', 'New Account']",Low,0.45454545454545453
T000312,C0177,2026-02-03 14:44:00,29.45,VN,3,1,1,0,801,0,1,D0055,TH,M043,Telecom,PH,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000445,C0219,2026-02-03 20:27:00,38.72,SG,3,4,0,0,1297,0,0,D0109,MY,M003,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000087,C0126,2026-02-03 23:25:00,14.55,MY,2,1,1,1,1950,1,0,D0144,SG,M019,Money Transfer,VN,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000079,C0192,2026-02-04 02:00:00,45.43,ID,2,3,0,1,11,0,1,D0029,MY,M009,Gaming,VN,High,1,1,40,"['Country Mismatch', 'High Risk Merchant', 'New Account']",Medium,0.7272727272727273
T000562,C0251,2026-02-04 02:35:00,15.3,VN,2,4,0,0,1843,2,1,D0136,SG,M006,Money Transfer,MY,High,1,0,45,"['Country Mismatch', 'High Risk Merchant', 'Chargeback History']",Medium,0.8181818181818182
T000311,C0161,2026-02-04 06:57:00,26.81,PH,2,4,0,1,1922,0,1,D0272,SG,M022,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000866,C0025,2026-02-04 07:27:00,14.16,VN,2,6,0,0,858,0,0,D0031,SG,M040,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000391,C0011,2026-02-04 12:09:00,111.13,SG,1,7,0,0,662,0,1,D0322,SG,M016,Digital Services,SG,Medium,0,0,0,[],Low,0.0
T000424,C0154,2026-02-04 12:46:00,95.26,SG,0,6,0,1,1150,0,1,D0150,SG,M037,Travel,SG,Medium,0,0,0,[],Low,0.0
T000189,C0213,2026-02-04 14:11:00,4.51,MY,0,2,0,1,983,0,0,D0106,SG,M018,Money Transfer,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000946,C0080,2026-02-04 16:02:00,52.48,VN,3,2,0,1,253,1,0,D0234,SG,M046,Travel,PH,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000052,C0026,2026-02-04 17:35:00,35.11,SG,0,5,0,1,603,0,1,D0218,SG,M042,Gaming,SG,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000276,C0287,2026-02-04 19:08:00,45.65,SG,2,4,0,0,1943,0,1,D0040,PH,M047,Money Transfer,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000426,C0109,2026-02-04 22:20:00,11.23,SG,1,4,0,1,1340,0,0,D0242,SG,M017,Travel,SG,Medium,0,0,0,[],Low,0.0
T000356,C0178,2026-02-04 22:56:00,20.17,MY,2,2,0,0,1340,0,0,D0379,SG,M012,Gaming,SG,High,1,1,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000720,C0012,2026-02-04 23:03:00,298.6,PH,0,5,0,1,1283,1,0,D0152,SG,M015,Money Transfer,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000657,C0114,2026-02-05 01:57:00,23.36,TH,2,4,0,0,849,0,0,D0151,SG,M013,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000913,C0237,2026-02-05 03:32:00,41.23,TH,1,1,0,0,1816,0,3,D0027,SG,M019,Money Transfer,VN,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000049,C0107,2026-02-05 03:56:00,33.21,MY,2,9,0,0,254,0,1,D0187,SG,M020,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000157,C0293,2026-02-05 07:39:00,122.88,PH,2,2,0,1,1653,0,0,D0380,SG,M033,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000868,C0122,2026-02-05 09:50:00,13.98,ID,1,2,0,1,1694,1,0,D0290,SG,M042,Gaming,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000393,C0195,2026-02-05 09:53:00,20.94,MY,3,5,0,1,1716,0,0,D0214,SG,M049,Luxury Goods,PH,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000128,C0229,2026-02-05 10:05:00,21.92,PH,1,4,0,1,1205,1,2,D0044,SG,M022,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000520,C0268,2026-02-05 14:53:00,162.07,SG,2,2,0,0,1045,0,0,D0154,PH,M012,Gaming,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000244,C0261,2026-02-05 16:47:00,11.85,SG,1,1,0,0,1289,0,0,D0326,ID,M009,Gaming,VN,High,1,1,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000186,C0270,2026-02-05 21:03:00,30.08,SG,2,6,1,1,1023,0,0,D0355,SG,M050,Luxury Goods,ID,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000368,C0264,2026-02-06 00:45:00,60.96,MY,0,5,0,0,1990,0,0,D0064,SG,M024,Money Transfer,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000672,C0059,2026-02-06 01:34:00,40.69,SG,5,4,0,1,841,0,1,D0191,SG,M045,Travel,VN,Medium,0,0,20,['High Transaction Velocity (1h)'],Low,0.36363636363636365
T000478,C0250,2026-02-06 02:30:00,16.39,VN,0,4,1,1,6,0,0,D0079,SG,M031,Digital Services,VN,Medium,1,0,25,"['Country Mismatch', 'New Account']",Low,0.45454545454545453
T000557,C0016,2026-02-06 02:31:00,32.82,VN,1,4,0,0,1915,0,2,D0393,SG,M021,Luxury Goods,ID,High,1,1,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000173,C0038,2026-02-06 04:03:00,50.66,SG,2,6,0,1,1809,1,0,D0219,VN,M037,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000773,C0027,2026-02-06 06:24:00,13.94,SG,4,4,0,1,1245,2,1,D0352,SG,M043,Telecom,PH,Low,0,0,35,"['High Transaction Velocity (1h)', 'Chargeback History']",Medium,0.6363636363636364
T000010,C0043,2026-02-06 06:51:00,19.75,SG,2,1,0,0,1174,0,0,D0354,SG,M015,Money Transfer,SG,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000016,C0095,2026-02-06 06:56:00,70.23,SG,0,2,0,1,1282,0,0,D0323,SG,M040,Electronics,SG,Medium,0,0,0,[],Low,0.0
T000994,C0223,2026-02-06 08:09:00,74.67,SG,1,6,0,1,604,1,0,D0092,PH,M041,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000809,C0217,2026-02-06 11:28:00,14.01,SG,2,0,0,1,46,0,0,D0003,SG,M017,Travel,SG,Medium,0,0,10,['New Account'],Low,0.18181818181818182
T000812,C0267,2026-02-06 13:18:00,36.07,MY,2,6,0,0,1954,0,0,D0386,VN,M005,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000164,C0138,2026-02-06 13:42:00,48.6,SG,0,3,0,1,1011,0,0,D0345,SG,M025,Travel,SG,Medium,0,0,0,[],Low,0.0
T000133,C0075,2026-02-06 14:53:00,15.66,PH,2,7,1,1,1459,1,0,D0112,TH,M016,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000813,C0214,2026-02-06 14:56:00,62.48,MY,3,9,0,0,1417,0,1,D0088,SG,M024,Money Transfer,SG,High,1,1,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000423,C0004,2026-02-06 18:01:00,13.37,TH,1,2,0,1,481,0,0,D0075,SG,M040,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000035,C0233,2026-02-06 19:12:00,8.67,MY,2,4,0,1,844,2,0,D0046,SG,M040,Electronics,SG,Medium,1,0,30,"['Country Mismatch', 'Chargeback History']",Medium,0.5454545454545454
T000435,C0034,2026-02-06 19:26:00,178.93,SG,2,12,0,1,1869,0,1,D0025,ID,M014,Electronics,ID,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000499,C0229,2026-02-06 23:02:00,29.28,ID,1,5,1,1,181,0,0,D0019,PH,M048,Gaming,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000920,C0100,2026-02-07 00:50:00,11.99,VN,2,2,0,1,27,0,1,D0071,SG,M006,Money Transfer,MY,High,1,1,40,"['Country Mismatch', 'High Risk Merchant', 'New Account']",Medium,0.7272727272727273
T000258,C0011,2026-02-07 01:11:00,130.02,SG,1,2,0,0,1892,0,0,D0292,SG,M043,Telecom,PH,Low,0,0,0,[],Low,0.0
T000987,C0251,2026-02-07 02:13:00,41.67,SG,1,3,1,1,218,1,0,D0369,VN,M046,Travel,PH,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000969,C0293,2026-02-07 06:42:00,41.26,MY,1,4,0,0,480,0,1,D0313,ID,M031,Digital Services,VN,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000959,C0175,2026-02-07 09:51:00,27.51,SG,3,4,0,0,295,0,0,D0011,ID,M022,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000928,C0111,2026-02-07 10:52:00,84.43,SG,0,3,0,0,859,0,0,D0353,VN,M021,Luxury Goods,ID,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000449,C0237,2026-02-07 12:21:00,25.17,ID,1,2,0,1,1077,0,0,D0133,SG,M047,Money Transfer,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000313,C0285,2026-02-07 12:45:00,32.23,MY,4,2,0,0,1962,0,0,D0189,SG,M004,Gaming,MY,High,1,0,50,"['High Transaction Velocity (1h)', 'Country Mismatch', 'High Risk Merchant']",High,0.9090909090909091
T000675,C0269,2026-02-07 13:38:00,8.04,SG,0,2,0,0,243,0,0,D0231,SG,M033,Travel,SG,Medium,0,0,0,[],Low,0.0
T000349,C0131,2026-02-07 16:00:00,18.14,VN,1,5,1,0,636,0,1,D0235,SG,M050,Luxury Goods,ID,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000056,C0113,2026-02-07 16:28:00,6.46,TH,0,7,0,1,979,1,0,D0395,SG,M035,Luxury Goods,SG,High,1,1,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000517,C0200,2026-02-07 17:40:00,36.09,SG,1,4,1,1,1898,0,0,D0023,SG,M040,Electronics,SG,Medium,0,0,0,[],Low,0.0
T000127,C0040,2026-02-07 18:24:00,182.83,SG,1,3,0,0,1626,1,1,D0059,PH,M006,Money Transfer,MY,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000730,C0164,2026-02-07 23:33:00,422.77,SG,2,2,0,1,950,0,0,D0133,SG,M001,Gaming,PH,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000388,C0082,2026-02-08 00:28:00,1.16,SG,1,3,0,1,251,0,0,D0347,SG,M045,Travel,VN,Medium,0,0,0,[],Low,0.0
T000105,C0236,2026-02-08 04:56:00,51.19,SG,1,3,1,1,956,1,0,D0118,SG,M021,Luxury Goods,ID,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000650,C0251,2026-02-08 05:49:00,34.05,SG,3,2,1,1,36,1,2,D0056,VN,M009,Gaming,VN,High,1,1,40,"['Country Mismatch', 'High Risk Merchant', 'New Account']",Medium,0.7272727272727273
T000755,C0195,2026-02-08 06:49:00,18.88,SG,1,1,1,1,929,0,0,D0342,SG,M017,Travel,SG,Medium,0,1,0,[],Low,0.0
